Text,Label
mini mueter won èèr dän känegleert hät ebe daa im huus näbezue,ZH
also was mer händ gmacht was gott verbotte hed,BS
d grundversoorgig deheime ghaa hä,BE
do het de tokter zum vatter ggsait schiints,LU
und beed sind schriiner ùnd de isch ez òü scho wider pangsioniert,LU
behandlet hend oder ùnd entaignet ùnd,LU
ùnd dää ìsch den no,LU
vìlìch das chönti nìd säge aber de chönt ou erzöuue,BE
si na e paar ander zäme gsìì di andere hani nìd kent aber wäär s ìsch gsìì weissi ou nììd,BE
u nächer ds älämgee mit de lafete am rügge,BE
dr flǜged über de schwiz,BE
grosser brawuur hed si das,BS
s wichtigscht isch für öis de arbäitendi mändsch gsii,ZH
i ds schueuhuus,BE
ich bi vo derte,BS
ùnd jòò nüt fautsches mache,LU
i ha chüürzlech mit em härr bloch,BE
han ich d famili immer chenne zämehaa,LU
mit bini in d muusigschuel gange,BS
mus aso,ZH
wi da zum täilwiis vo junge mänsche zimlich vil schnaps trunke wird,ZH
und wie mer vilicht,ZH
nei und das isch mir gliich gsi,BE
ich gläub öppis wi fäldwööbel oder so öppis,ZH
am raadio wobii am raadio radio hemmer amel scho gha,LU
da händ s mich,ZH
oder die hend det unde,LU
natüürlìch gnüegend zit jez ghaa händ sich ufzrüschte,BS
da hät me so vo meerwärt gredt das isch aber i de sozialischte juged dänn eener choo,ZH
als folg vo däm,ZH
ùnd den hani dö̀rffe nò,LU
si ìsch den also äigentlìch mi bruefsberooter gsìì,BS
wege waas,BE
jaa dèè hät ich han ich ha das buech daamals,ZH
und den häi si abgmacht si gönge mitenand und ìch haa aso sämtlichi vo aafang aa,BS
jò jò aber waas hem miir nie gwǜsst,LU
seer gmischts gèschte bsuecher ghaa,BS
wän ich aber lise hinedrii ez öppedie imene biitraag vomene hischtooriker,ZH
wo di schtolzi lokomotiivfabrik soo traktöörli hät müese häärschtele damit sii,ZH
de döt het är,BS
innedra a mim polt gchaa,LU
e driissgsiitig aarbet dadrüber gmacht s liit ales schriftlich voor,ZH
für öis,LU
jaa uf das dachau òü de aso,LU
äs hes vill bättler gha,BS
wo d äspede no de hinderburg gwäält hed,BS
häi si mǜsen im kantonemänt sìì,BS
gsee si jä,BS
öis s iibürgerigsbewiligung gschikt,ZH
da ha se gfrogt wohäär wohäär hä,BE
im juni nünzehundertdreiedriissg sind föiftuusig im,ZH
das isch,BS
sudeeteland jò sudeete,LU
e lütnant het gseit het er gseit zrǜgg,BE
oder irgend en informazion,LU
überlömer di äifach de tüütsche,ZH
er het no e brieder ghaa und e schweschter,LU
häi miir dene musikaalisch,BS
und näbe däm ìsch äär überal büürge gsìì,BS
das mer das zuelòòt,LU
was er ggsait het het er ghaalte ùnd ùnd er ìsch,LU
dr der elter soon dä wo dört zwöi joor alt gsìì ìsch nume nìd ganz,BS
vo ortodoggse jude gfüert hä hät en lange baart träit,ZH
im gegesaz i italie jez nümme sind ez i italie no gsi,BS
und wo i z lieschtu aachoo bi isch,BE
drei oder si s drei nei drei wuche glouben i,BE
vom theater zum khino oder was alles,BS
uufzeit wi s do d aarbeiter aus,BE
ùnd ǜberaal hets schprǜǜch ghaa wèèr nicht schwaigt schaadet dèr haimat,LU
är läs ez üse nämele ab,BE
gsi isch dozmol härgschtellt hed,BS
wie si daas aagschteut het verwungeret mi no hüt,BE
den ìsch ja d kriise gsìì zǜmftig he den sächsedrissg he,BE
grad umbedingt erwünscht gsii,ZH
u dene iri eutere di si meischtens vor em,BE
händ gmèèrggt jez chunt e nöiji e ziitabschnit fǜr sii,BS
erchrankig a nai das isch jo,BS
jò vo lùzäärn jò jò,LU
di düütsche de die röbu dä ìsch en guete schuuter gsìì daas,BE
und so wiiter z wenig grüschtet,ZH
ùnd het mììch doo i d schuel hani ou nümme chönne,LU
ǜberaal e biz wüssder,BE
ne hei mer glost und da han i das si zwoo persoone,BE
das isch mer na iidrüklich gsii,BE
wìrkt da mues mer aini nää im taag,LU
händ phoust dògg gmacht in ameerikhaa,BS
ùnd er ìsch immer nät gsii mit üüs ùnd er ìsch aifecht,LU
gwüssi uusschprüch gmacht hät wo seer aapasserisch töönt hät für miich isch der her etter,ZH
das isch sächs monet ggange,BE
gäled die hei in england,BE
isch luschtig gsii es isch,ZH
aso ich ha deet ich bi a der uni nie voorschtelig woorde,ZH
chindermäitli gsii isch und dän sii hät dän amig deet chöne gogen uushälffe,ZH
tüegi lieber zäichne,BS
s me münd die mi münd die pärioode unterschäide,ZH
es mus,ZH
dä wääg wo si benuzt hei isch dert,BE
het er doch chenne er het chenne do paar fränkli schpaare,LU
aber ou nìd niemer,BE
u dää ìsch wüürklich chli die reede,BE
und dene e,BS
na im,ZH
nid angscht aber reschpekt ich mäine fü mich isch,ZH
aber es gaatere wider ganz oordeli,LU
bin grad sibezgi gsii rächned sii s uus,ZH
miteme motel zwai mitenand es motel gfüert und die,LU
vier füüfjäärig ggsìì,LU
dä isch oo i i die gliichi schueu,BE
u nächer han i e gäärtnerleer gmacht z schüpfe,BE
usenandgsezt i der aarbäiterkomissioon und im,ZH
jä und i bi begäischteret gsìì dervoo,BS
jäjä jäjä ja ja,BS
de vatter dää ìsch elter ggsii weder mueter wil dää ìsch de vatter ìsch de zwöi,LU
d angscht het nattürli e riise rolle gschpìlt da muemer scho ou sääge,LU
s ìsch äifach zuedäilt woorde weme resärfe ghaa het irgend nöimen im chäller s döt het me no alewiil ales,BS
hüt hät er mi hǜt chanen scho wider ässe,LU
und s buscheli het mer üüberuufe dòò und ììch bi d schtäägen ab und bi an an,BS
düre de het me müesse wiisum haa,BE
und und dehaime sig das sälbverschtäntlich gsi si haiged sich alli,LU
die propaganda isch e so,LU
und daa han ich dän zu mim maa na gsait won ich zur chilen uis bin,LU
er het das nur verzelt i de mueter i de mueter,LU
das isch d undersuechig gege der dozmoligi,BS
han ììch erläbt är het nie es,BS
han i gsäit do das das huus schtòòd no döt,LU
jaa das isch vo däm tütsche komunischt dä hät mir hauptsächlich imponiirt duren unglaublich gueti sicheri,ZH
joo nächer isch ziit lang nüt me ggange,BE
was ja deet bi dem schtüüramt äu intressant gsii isch,ZH
fettfabrik dòò vo wädischwiil oder waissi wohäär,LU
um was händ mer angscht ghaa um öises läbe nööd,ZH
zur ordonanz,ZH
und da han i gsee das s drei maa si,BE
jaa isch wäärid im chrieg hem mir aagfange jaa,LU
und s isch denn,BS
vor vier fünf joor,BS
jaa das hät iich han imer müe ghaa,ZH
und immer wider di verluuste laager,BE
schmäärzmittu gää,LU
vo dene vorderige,ZH
und das isch nume abwächsligswiis bewacht woorde,BE
jò für ech für as d mobiilmachig z finazieren ùnd so,LU
das er nüüt mit cha aafo,BE
bimene buechsig bimene her tokter odermat isch das gsii,LU
wenn schon dänn mus ich,ZH
öppen äin bis zwäi infanteriikanone ghaa hät,ZH
das han ich erscht erfare,BS
wie a mim zwanzigschte gebuurtstaag,BS
nachdèm ich s huus gruumt han,ZH
speziaalgattig ggsìì mit der ofziere,LU
niemer befasst,BE
öppis mitznää u de hei mr e het er e leiterwage kouft,BE
di si äbe do abegjagt woorde,BE
und het s fertig procht,BS
i ha auso füfhùndert dienschtage gmacht nìd einisch tuschet,BE
de händ si gsait jä aber aber die waffe töf s ned mitnä,BS
denn het jede puur het doo,BE
vier khinderli hämmer ghaa ich bi de jüngschti,BS
ùnd dä bäärnermarsch,LU
aber dazumal het me mit dämm natürlech,LU
bin übezüügt devoo dass got behüete,ZH
chani wider alles ässe aber i a den aifach zum tokter ggsait lose si ich nime die medikamänt nümme,LU
müesse leere mechaniker,BE
und es hät forse me hät nüüt anders chöne mache,ZH
jaa sig e schlächti unterkunft aus sig vou lüüs,BE
und in däm brief isch en anonime brief gläge,BS
aber me hät äienlich im gliiche saal gschlaafe,ZH
an d schtaatsawaltschaft wiiterglaitet worde wänn s,BS
und dänn hän ich ä wider emaal wo mer iigrukt sind daa,ZH
also auguscht bis oktober dreiedrissig,BS
di hei aube wi me aube ghöört het,BE
sibezää wuche regruuteschùu u nächher aktiifdienscht,BE
dasch ales won ich vo dèm grosvatter wäiss,ZH
brief an gäneraal wänd sii als komunischt,ZH
me hèt döt hèt me nooni dänggt das i dem joor fümfevirzig de chrieg wiirgglìch so rasch den z änd goot nìt,BS
esoo en angscht het me ghaa,BS
me hät nur vo flüchtling hät mer gwüsst woo,ZH
und mi vatter isch natierli gliklich gsi i dère ziit,LU
si hättid ja wärid si waiss nid is konzentrazioonslager cho,LU
es i aber glaub khai kritischi usenandersezig gsi mit em,BS
mi het s eifach vouschtändig verleert ghaa,BE
taag ùnd nacht nìt,BS
si nume no dütschi,BE
ùnd d schwiizer,BS
luschtigi sache,BE
bi de pòscht bi de pòscht jò,LU
en hort gsii also,ZH
ìsch e läije ggsìì ìsch aso nìd irgendwie ne,LU
nazionalischte zum siig praacht läider,ZH
und beschtandeni rekruteschueu,BE
ufgfrässe ha,BS
dä het gsäit gcha de schike mer,LU
gränzverkher no funkzionert hed z baasel aso vor allem badischer baanhof,BS
ja wäme käite ghaa hät isch me häiggange wäme uurlaub ghaa hät,ZH
aso ja da hani seer preziisi erinerige da hani seer preziisi erinerige,ZH
wi si da unger de isebaanwäge verschtekt i d schwiiz gflüchtet sigi,BE
das isch es älämgee gsii mitere dreifuesslafette,BE
aber s isch möglig s isch möglig und vilicht han,BS
und äär mües jez daas sääge,BS
a dem baanübergang gschtange,BE
aber das isch halt no das hät dezueghöört losed si das isch nöd andersch möglich gsii,ZH
i ha se naagrüeft u ha,BE
aso es vermöge vo vierhundert milioone schwiizerfranken isch doo na en äinzelfiirmaa gsii,ZH
u näär het me soo e torbeschufle das isch e graadi schufle,BE
do simmer in in,BS
wo sich umekhämpft hed mitere schwere dissertazion woner ned hed chöne bewältige,BS
guet de vatter het der huishalt uifglööst ùnd miir hend niit chänne me hai,LU
won ich befraagt woorde bin,ZH
dä vo schüpfe u dä vo nöikirch,BE
das han ich dänn äifach nid färtigpraacht das isch das isch,ZH
bereits wo de chrieg scho uusbroche gsi isch,LU
das hät en unngehüüren iidruk gmacht uf miich und de han ich gfunde,ZH
das isch mr jez wider in sinn choo won ich mit minere bekante gredt han,ZH
das weissi aso ou nììd,BE
mer het aberwoolverschtande mer het nò nüüt gwǜsst vo,LU
gang uuse oder gang ins ässzimmer oder soo,BS
da isch mi götti gsi,LU
ìch wais nìd het merne daas,LU
das isch e maa gsii wi aui andere oo,BE
und e hed si warhaftig mitgno,BS
ebe dänn isch,ZH
und di sozialistisch juged händ sich veräiniget zur veräinigte,ZH
si hend dä brief chönne läse wien e normale,LU
mit em reede erfaare,BS
aber äu deet isch d meerhäit,ZH
im frachding wöu dört de ganzi ablouf gse esch,LU
aber bi dem laabor,BS
also äär luegi de no zu aso är äär müesi nìd soldaat sìì,BS
hindeburg do in si machtposizion richskanzler igsezt worden isch,BS
dänn hät er miin brüeder chöne deete,ZH
jaa fasch immer hä,BE
broschüüre vom franz,BS
und pro maa e franken über,LU
vo deet aa hät er au aagfange hii und daa i de reschterant umesize,ZH
es ìsch aso ìch mues säge,LU
und het aber mi het auso das isch mer seer in erinnerung das me glachet het über dä,BE
grad di lezde schããsse das ìsch natüürlech,LU
er söu gaa he u hei sich na u gmacht u,BE
jò mer het scho,LU
wì sìì in d chile uufe göng mit em vatter in d chille,BS
säuber gmacht ha mit paarne usnaame,BE
jò dò ìsch mer de ggange dò het mer dö̀rffe wil mer hend jò nìd,LU
dasch dasch natüürlech,LU
bootschafter tütschi bootschafter hèt sich dò natürch ufgregt nìt,BS
wo der her minger dehai gsì ìsch nìt hämmer emòl chönne,BS
innere familie landolt grad näbed dèm huus wo min vatter ufgwachsen isch,ZH
nìd ir minuute wie hǜt,BE
di wänd dich ja nööd i de schwiiz,ZH
aso de dr redüigedanggen ìsch ìsch algeegenwèrtig gsìì würdi saage also schpeziel bi uns wilmers diräggt,BS
näi isch e e glüklichi ziit gsii im grund gnoo,ZH
do händ si müese naimen in dekig goo,BS
hilfsdienscht gsii wo d fraue,LU
mit em pruefsleer,BE
dasch e pfarer dä lüütet mir jedes silfäschter aa,BE
tur daas dass si es reschtorò̃ò̃ ghaa häi d mööglichkäit ghaa häi mit de lüüt z vercheere der öise vatter het verzelt vo sim lääben in süüdameerikaa dasch seer vil be beachdet woorde wil miir vil buure ghaa häi,BS
mini frau hät natülich müese go schuel haa überall händ leerer gfäält,ZH
i wäisses us erfaarig wil si mir das verzelt häi,BS
u de heimer de ou soudaate ghaa de hani de mit dene geng müesse,BE
dä isch glèèmt gsii,LU
me chase auso nìd i ei topf inegheije dasch ggaar nüüt,BE
ufe i ds kantonemänt,BE
ich bin elämgeeschüz gsii,ZH
aso me hèt sich chöne viirze daag verwiile,BS
so uf jidisch was wilt ir,ZH
u de hei mer s aube dört ine too bis d polizei cho isch,BE
gwafföör schriiner kaufmann schlosser gärnter,ZH
ùnd mer hend vil au d nòòchrichte glòsst,LU
nìd d ringié säuber das ìsch de,BE
das me no wüsst wär das gsii isch wo ez daa gschtorben isch,ZH
wie hasse si jez schowider,BS
emou gsäid hed vinzänz wi lang wotsch daas no dò obä phalte,LU
lill überegfaare mit em weloo,ZH
vor alem äu im zämehang mit de jude,ZH
het äär al öppe wen er am òòbig am zwölfi haichoo ìsch,LU
isch als oo aus säubschtverschtäntlech akzeptiirt woorde,BE
jä jä ich ha wele leererin gee ooder aso mit de muusig,BS
vilìcht nìd welle oder,LU
em obere gimnasium witergmacht hän händ denn mit griechisch agfange,BS
aber mi het isch degutiirt gsii mi het oo echli glachet über ne,BE
wìn ìch s ämu aaluege hüt nò settigi gsii wo,LU
letschter sicherhäit ooni das mer grooss drüber gredt händ,ZH
über gööte und zwaar über gööte,ZH
und dänn hämmer öises huus ghaa,ZH
ùnd de wie ggsait es ìsch vilìch nò en andere faktoor ggsìì,LU
jaa är i weiss er het einisch ou verzeut er isch,BE
won aber i miinere läbesgschicht chunt s füre,ZH
im alter sötted si vernünftig wärde,LU
häiseri toon das de das überschtäigereti rede,ZH
ùnd de het gsait das ez bin ìch daas won ìch nie ha welle sii,LU
dää ìsch und äinen ìsch gsìì dää ìsch in dr französische,BS
au deet wo wo won ich mit em mit em haupme dänn diskutiirt han,ZH
hät èèr am eerschte mäi en mäibändel käuft und hät sich nöd getrout dèè abzwiise und aso mit isch er miteme mäibändel häichoo,ZH
ab i ha jò gsäit phater bruno,LU
dòò i de ländere inne irgendwoo hätted si nìd dö̀rffen i die wiirtschaft goo worum waissi ou nììd,LU
schpilwaarefabrik het er gschaffet,LU
die vonmoos wo det äne gwoont hend die hend de,LU
vo dene wo ghüraate si,BE
dòsch immer grad de ganzi zuug draachoo nìt,BS
fuessverlezige ghaa öppis,BE
vorane äifach wäge befeelsverwäigerig,ZH
demokratii wo für öis seer unvollkome gsii isch,ZH
schpöteri aperazionskreschpedänt gsi he,BS
schtolz gfüült mer sìnd jò ùnd es het de lüüt ggää di sìnd zu üüs,LU
und s entschuldigung i schäm mi fascht da sage,BS
nüme so vil khampfbaan was me voorhäär,BS
aber wien er gsäit het ich waart ich erwaarte vo öich,BS
nid händ wele iiwürke uf poole,ZH
me hets nìd chöne phake,BS
do han ich also eher kämpferisch de isch,BS
muurtesee gsii hei dert,BE
unterofizier,LU
und zwaar ìsch bättet woorde bi öis am tìsch,BS
es toodesuurtail in ameerikha wo jò vìl disgutiirt ìsch nìt,BS
d frau het gsäid schteu doch das züg emòl zäme,LU
d zivilischte mües de plaz verloo,BE
eerschtens emaal fürchterlech enttüüscht isch gsii dass di poole,BE
aber me hät sich da schampaar müse weere,ZH
aso ich ja also,ZH
aber die chinder sind üsserscht natüülich gsii und,ZH
und a die maschine tue wemme het miesse,LU
isch miini schwöschter jaa ungefäär,ZH
hets loonabbou ggää ùnd de hets,LU
in erinnerig isch i de feerie,LU
erschte wältkrieg natürlig au das isch e ganz en andere menscheschlag gsi,BS
het si gseit ja si sig e schwiizer,BE
beziiegswiis s gfüu ghaa es sig waarschiinlich oornig det unde he,BE
aber dee wet ich eigentlich,BE
ùf hèrgiswììl das sind so die suntigsschpaziirgäng gsii,LU
und männgisch wänn si der luune oo het ghaa het si,BE
jede mändsch won öppis schafft verdient hoochachtig,ZH
vo sine waffe gäg üses land iiseze,BE
zum verschtèntnis zu de kunscht vo mim maa,BS
im schpital als verwalter gsi,LU
dass di di lüüt plözlich weniger loon überchöme,BE
die halted eender am änd no uf di tüütsche siite aber i de klasse sälber,ZH
ebe chö̀me den wider die sache woo mi maa gmoolt het sì baar sache drinne,BS
u de heis ame gseit äbe,BE
nä han em gseit ja,BE
nach em hoochzig es jaar nachher händsesi ämel scho gha,ZH
ùùnd e de schreebergaarte hèt äu fer mii,BS
ich het dass nid chöne,ZH
das är kattolisch isch und zwaar seer religiöös kattolisch,ZH
das isch scho ender,BE
in däm zämehang mag si interessiere,BS
und deshalb wäär ich bin ich gäge die diamantfiir gsii,ZH
